LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
,,Sit to Stand,,,227847,Sit to Stand,,,0,OT Notes,,,,metavision,,Text,
,,Transfer,,,227848,Transfer,,,0,OT Notes,,,,metavision,,Text,
,,Commode,,,227850,Commode,,,0,OT Notes,,,,metavision,,Text,
,,Other (Activity); Specify,,,227853,Other (Activity); Specify,,,0,OT Notes,,,,metavision,,Text,
,,Weight Bearing Status,,,227854,Weight Bearing Status,,,0,OT Notes,,,,metavision,,Text,
,,Assistive Device,,,227855,Assistive Device,,,0,OT Notes,,,,metavision,,Text,
,,Pain (0-10),,,227881,Pain (0-10),,,0,OT Notes,,,,metavision,,Text,
,,Position - Rest - Aerobic Activity Response,,,227915,Position - Rest - Aerobic Activity Response,,,0,OT Notes,,,,metavision,,Text,
,,Position - Activity - Aerobic Activity Response,,,227922,Position - Activity - Aerobic Activity Response,,,0,OT Notes,,,,metavision,,Text,
,,Position - Recovery - Aerobic Activity Response,,,227929,Position - Recovery - Aerobic Activity Response,,,0,OT Notes,,,,metavision,,Text,
,,Anticipated Discharge,,,227943,Anticipated Discharge,,,0,OT Notes,,,,metavision,,Text,
,,Side Rails,,,227944,Side Rails,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint (Non-violent),,,227945,Restraint (Non-violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Ordered (Non-violent),,,227946,Restraint Ordered (Non-violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Reason for Restraint (Non-violent),,,227947,Reason for Restraint (Non-violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Device (Non-violent),,,227948,Restraint Device (Non-violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Face to Face Eval (Non-violent),,,227949,Face to Face Eval (Non-violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Location,,,227950,Restraint Location,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Circulation/Skin Integrity,,,227951,Circulation/Skin Integrity,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Position Change,,,227952,Position Change,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Range of Motion,,,227953,Range of Motion,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Status and Comfort,,,227954,Status and Comfort,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Food and Fluid,,,227955,Food and Fluid,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Urinal/Bedpan,,,227956,Urinal/Bedpan,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Signs of Injury from Intervention,,,227957,Signs of Injury from Intervention,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Less Restrictive Measures,,,227958,Less Restrictive Measures,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraints Evaluated,,,227959,Restraints Evaluated,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Patient/Family Informed,,,227960,Patient/Family Informed,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Side  Rails,,,227961,Side  Rails,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraints (Violent),,,227962,Restraints (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraints Ordered (Violent),,,227963,Restraints Ordered (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Reason for Restraint (Violent),,,227964,Reason for Restraint (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Device (Violent),,,227965,Restraint Device (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Face to Face Eval (Violent),,,227966,Face to Face Eval (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint/Seclusion Observer Sheet,,,227967,Restraint/Seclusion Observer Sheet,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,All Medications Tolerated,,,227968,All Medications Tolerated without Adverse Side Effects,,,0,GI/GU,,,,metavision,,Text,
,,Safety Measures_U_1,,,227969,Safety Measures_U_1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,IABP Setting,,,227980,Intra Aortic Balloon Pump Setting,,,0,IABP,,,,metavision,,Text,
,,Neuro Drain #2 Type,,,227981,Neuro Drain #2 Type,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #2 Status,,,227982,Neuro Drain #2 Status,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #2 Drainage,,,227983,Neuro Drain #2 Drainage,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #2 Level,,,227984,Neuro Drain #2 Level,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #1 Landmark,,,227985,Neuro Drain #1 Landmark,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #2 Landmark,,,227986,Neuro Drain #2 Landmark,,,0,Neurological,,,,metavision,,Text,
,,Pronator drift present,,,227988,Pronator drift present,,,0,Neurological,,,,metavision,,Text,
,,Citrate (ACD-A),,,228004,Citrate (ACD-A),ml/hr,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,PBP (Prefilter) Replacement Rate,,,228005,PBP (Prefilter) Replacement Rate,ml/hr,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Post Filter Replacement Rate,,,228006,Post Filter Replacement Rate,ml/hr,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,14 G Phlebitis Scale,,,228007,14 G Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,14 G Infiltration Scale,,,228008,14 G Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 G Phlebitis Scale,,,228009,16 G Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 G Infiltration Scale,,,228010,16 G Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 G Phlebitis Scale,,,228011,18 G Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 G Infiltration Scale,,,228012,18 G Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,20 G Phlebitis Scale,,,228013,20 G Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,20 G Infiltration Scale,,,228014,20 G Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,22 G Phlebitis Scale,,,228015,22 G Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,22 G Infiltration Scale,,,228016,22 G Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,RIC Phlebitis Scale,,,228017,RIC Phlebitis Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,RIC Infiltration Scale,,,228018,RIC Infiltration Scale,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,Enema administration,,,228102,Enema administration,,,0,Treatments,,,,metavision,,Text,
,,Depth at which wedge obtained (PA Line),,,228119,Depth at which wedge obtained (PA Line),cm,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,
,,Dual Signal Screen,,,228153,Dual Signal Screen,,,0,Impella,,,,metavision,,Text,
,,Performance Level,,,228156,Performance Level,,,0,Impella,,,,metavision,,Text,
,,Placement Monitoring Screen,,,228157,Placement Monitoring Screen,,,0,Impella,,,,metavision,,Text,
,,Impella Catheter Site,,,228164,Impella Catheter Site,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Impella Line Discontinued,,,228170,Impella Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Impella Placement Confirmed,,,228171,Impella Placement Confirmed,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Impella Position Confirmed,,,228172,Impella Postion Confirmed,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Impella Position,,,228173,Impella Position,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Impella Line Site Appear,,,228174,Impella Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Peripheral Pulses (Tandem Heart),,,228194,Peripheral Pulses (Tandem Heart),,,0,Tandem Heart,,,,metavision,,Text,
,,Type (Tandem Heart),,,228199,Type (Tandem Heart),,,0,Tandem Heart,,,,metavision,,Text,
,,Tandem Heart Access Line Cannula Site,,,228203,Tandem Heart Access Line Cannula Site,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Access Line Discontinued,,,228206,Tandem Heart Access Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Access Line Position,,,228210,Tandem Heart Access Line Position,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Access Line Position Confirmed,,,228211,Tandem Heart Access Line Postion Confirmed,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Access Line Site Appear,,,228214,Tandem Heart Access Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Access Line Type,,,228216,Tandem Heart Access Line Type,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Return Cannula Discontinued,,,228217,Tandem Heart Return Cannula Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Return Cannula Position,,,228223,Tandem Heart Return Cannula Position,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Return Cannula Site,,,228225,Tandem Heart Return Cannula Site,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Return Cannula Site Appear,,,228226,Tandem Heart Return Cannula Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tandem Heart Return Cannula Size,,,228227,Tandem Heart Return Cannula Size,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PAR-Activity,,,228229,PAR-Activity,,,0,Routine Vital Signs,,,,metavision,,Text,
,,PAR-Circulation,,,228230,PAR-Circulation,,,0,Routine Vital Signs,,,,metavision,,Text,
,,PAR-Consciousness,,,228231,PAR-Consciousness,,,0,Routine Vital Signs,,,,metavision,,Text,
,,PAR-Respiration,,,228234,PAR-Respiration,,,0,Routine Vital Signs,,,,metavision,,Text,
,,IO Dressing,,,228290,IO Dressing,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IO Placed in outside facility,,,228292,IO Placed in outside facility,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IO Site Appearance,,,228293,IO Site Appearance,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IO Wristband in place,,,228294,IO Wristband in place,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PCA concentrations,,,228296,PCA concentrations,,,0,Pain/Sedation,,,,metavision,,Text,
,,Daily Wake Up Deferred,,,228297,Daily Wake Up Deferred,,,0,Pain/Sedation,,,,metavision,,Text,
,,Daily Wake Up,,,228298,Daily Wake Up,,,0,Pain/Sedation,,,,metavision,,Text,
,,Goal Richmond-RAS Scale,,,228299,Goal Richmond-RAS Scale,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU MS change,,,228300,CAM-ICU MS change,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU Inattention,,,228301,CAM-ICU Inattention,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU RASS LOC,,,228302,CAM-ICU RASS LOC,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU Disorganized thinking,,,228303,CAM-ICU Disorganized thinking,,,0,Pain/Sedation,,,,metavision,,Text,
,,Assistance Device,,,228306,Assistance Device,,,0,Treatments,,,,metavision,,Text,
,,GI #1 Tube Place Check,,,228307,GI #1 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,GI #1 Tube Place Method,,,228308,GI #1 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,GI #2 Tube Place Check,,,228309,GI #2 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,GI #2 Tube Place Method,,,228310,GI #2 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Tube Place Check,,,228311,GI #3 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Tube Place Method,,,228312,GI #3 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,Shivering Assessment,,,228318,Shivering Assessment,,,0,Treatments,,,,metavision,,Text,
,,PC Sacrament of the Sick,,,228326,PC Sacrament of the Sick,,,0,Pastoral Care Note,,,,metavision,,Text,
,,Delirium assessment,,,228332,Delirium assessment,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU Altered LOC,,,228334,CAM-ICU Altered LOC,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU Disorganized thinking,,,228335,CAM-ICU Disorganized thinking,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU Inattention,,,228336,CAM-ICU Inattention,,,0,Pain/Sedation,,,,metavision,,Text,
,,CAM-ICU MS Change,,,228337,CAM-ICU MS Change,,,0,Pain/Sedation,,,,metavision,,Text,
,,OCAT - LTGP,,,228343,OCAT - Lips Tongue Gums Palate,,,0,Treatments,,,,metavision,,Text,
,,OCAT - SSVQ,,,228344,"OCAT - Saliva secretions, Voice quality",,,0,Treatments,,,,metavision,,Text,
,,OCAT - Swallow,,,228345,OCAT - Swallow,,,0,Treatments,,,,metavision,,Text,
,,OCAT - Teeth,,,228346,OCAT - Teeth,,,0,Treatments,,,,metavision,,Text,
,,Leg Raise Result (NICOM),,,228372,Leg Raise Result (NICOM),,,0,NICOM,,,,metavision,,Text,
,,Passive Leg Raise Performed,,,228373,Passive Leg Raise Performed,,,0,NICOM,,,,metavision,,Text,
,,Bath,,,228393,Bath,,,0,Treatments,,,,metavision,,Text,
,,Orientation to Person,,,228394,Orientation to Person,,,0,Neurological,,,,metavision,,Text,
,,Orientation to Place,,,228395,Orientation to Place,,,0,Neurological,,,,metavision,,Text,
,,Orientation to Time,,,228396,Orientation to Time,,,0,Neurological,,,,metavision,,Text,
,,Commands Response,,,228397,Commands Response,,,0,Neurological,,,,metavision,,Text,
,,Commands,,,228398,Commands,,,0,Neurological,,,,metavision,,Text,
,,Facial Droop,,,228399,Facial Droop,,,0,Neurological,,,,metavision,,Text,
,,Visual Field Cut,,,228400,Visual Field Cut,,,0,Neurological,,,,metavision,,Text,
,,Pronator Drift,,,228401,Pronator Drift,,,0,Neurological,,,,metavision,,Text,
,,Neurological Symptoms,,,228402,Neurological Symptoms,,,0,Neurological,,,,metavision,,Text,
,,Motor L Arm,,,228404,Motor L Arm,,,0,Neurological,,,,metavision,,Text,
,,Motor L Leg,,,228405,Motor L Leg,,,0,Neurological,,,,metavision,,Text,
,,Motor R Arm,,,228406,Motor R Arm,,,0,Neurological,,,,metavision,,Text,
,,Motor R Leg,,,228407,Motor R Leg,,,0,Neurological,,,,metavision,,Text,
,,Strength L Arm,,,228409,Strength L Arm,,,0,Neurological,,,,metavision,,Text,
,,Strength L Leg,,,228410,Strength L Leg,,,0,Neurological,,,,metavision,,Text,
,,Strength R Leg,,,228411,Strength R Leg,,,0,Neurological,,,,metavision,,Text,
,,Strength R Arm,,,228412,Strength R Arm,,,0,Neurological,,,,metavision,,Text,
,,Seizure Activity,,,228413,Seizure Activity,,,0,Neurological,,,,metavision,,Text,
,,Speech,,,228414,Speech,,,0,Neurological,,,,metavision,,Text,
,,Corneal Reflex Left,,,228415,Corneal Reflex Left,,,0,Neurological,,,,metavision,,Text,
,,Corneal Reflex Right,,,228416,Corneal Reflex Right,,,0,Neurological,,,,metavision,,Text,
,,Compression device # 1,,,228419,Compression device # 1,,,0,Cardiovascular,,,,metavision,,Text,
,,Compression device # 2,,,228420,Compression device # 2,,,0,Cardiovascular,,,,metavision,,Text,
,,BIS - EMG,,,228442,BIS - EMG,,,0,Pain/Sedation,,,,metavision,,Text,
,,BIS - SQI,,,228443,BIS - SQI,,,0,Pain/Sedation,,,,metavision,,Text,
,,Angio Appearance # 3,,,228445,Angio Appearance # 3,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Appearance # 4,,,228446,Angio Appearance # 4,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Dressing # 3,,,228447,Angio Dressing # 3,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Dressing # 4,,,228448,Angio Dressing # 4,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Site # 3,,,228449,Angio Site # 3,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Site # 4,,,228450,Angio Site # 4,,,0,Cardiovascular,,,,metavision,,Text,
,,Compression device # 3,,,228451,Compression device # 3,,,0,Cardiovascular,,,,metavision,,Text,
,,Compression device # 4,,,228452,Compression device # 4,,,0,Cardiovascular,,,,metavision,,Text,
,,Impaired Skin #1- Location,,,228496,Impaired Skin #1- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #2- Location,,,228497,Impaired Skin #2- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #3- Location,,,228498,Impaired Skin #3- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #4- Location,,,228499,Impaired Skin #4- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #5- Location,,,228500,Impaired Skin #5- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #6- Location,,,228501,Impaired Skin #6- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #7- Location,,,228502,Impaired Skin #7- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #8- Location,,,228503,Impaired Skin #8- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #9- Location,,,228504,Impaired Skin #9- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #10- Location,,,228505,Impaired Skin #10- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #1- Location,,,228506,Pressure Ulcer #1- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #2- Location,,,228507,Pressure Ulcer #2- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #3- Location,,,228508,Pressure Ulcer #3- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #4- Location,,,228509,Pressure Ulcer #4- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #5- Location,,,228510,Pressure Ulcer #5- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #6- Location,,,228511,Pressure Ulcer #6- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #7- Location,,,228512,Pressure Ulcer #7- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #8- Location,,,228513,Pressure Ulcer #8- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #9- Location,,,228514,Pressure Ulcer #9- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #10- Location,,,228515,Pressure Ulcer #10- Location,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #1- Type,,,228516,Impaired Skin #1- Type,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #1- Cleanse,,,228518,Impaired Skin #1- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #2- Cleanse,,,228519,Impaired Skin #2- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #3- Cleanse,,,228520,Impaired Skin #3- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #4- Cleanse,,,228521,Impaired Skin #4- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #5- Cleanse,,,228522,Impaired Skin #5- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #6- Cleanse,,,228523,Impaired Skin #6- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #7- Cleanse,,,228524,Impaired Skin #7- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #8- Cleanse,,,228525,Impaired Skin #8- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #9- Cleanse,,,228526,Impaired Skin #9- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #10- Cleanse,,,228527,Impaired Skin #10- Cleanse,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #1- Treatment,,,228529,Impaired Skin #1- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #2- Treatment,,,228530,Impaired Skin #2- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #3- Treatment,,,228531,Impaired Skin #3- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #4- Treatment,,,228532,Impaired Skin #4- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #5- Treatment,,,228533,Impaired Skin #5- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #6- Treatment,,,228534,Impaired Skin #6- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #7- Treatment,,,228535,Impaired Skin #7- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #8- Treatment,,,228536,Impaired Skin #8- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #9- Treatment,,,228537,Impaired Skin #9- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin #10- Treatment,,,228538,Impaired Skin #10- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #1- Treatment,,,228539,Pressure Ulcer #1- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #2- Treatment,,,228540,Pressure Ulcer #2- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer #3- Treatment,,,228541,Pressure Ulcer #3- Treatment,,,0,Skin - Impairment,,,,metavision,,Text,
